"Meet Date","Meet Name","Meet Type","Sanction Number","Meet Location","Website","Unique Identification"
2023-09-23,"Australian Junior Open and Master Nationals","National","AUS-2023-26","Australia","https://usapl.liftingdatabase.com/competitions-view?id=120786","2023-09-23-Australian Junior Open and Master Nationals"
2023-09-14,"Raw Nationals","National","NS-2023-03","Tennessee","https://usapl.liftingdatabase.com/competitions-view?id=120781","2023-09-14-Raw Nationals"
2023-08-26,"Hong Kong Championships","National","HGK-2023-03","Hong Kong","https://usapl.liftingdatabase.com/competitions-view?id=120770","2023-08-26-Hong Kong Championships"
2023-08-12,"Korea Nationals","National","KOR-2023-04","South Korea","https://usapl.liftingdatabase.com/competitions-view?id=120723","2023-08-12-Korea Nationals"
2023-08-05,"Youth Nationals","National","NS-2023-06","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=120726","2023-08-05-Youth Nationals"
2023-08-05,"Bench Nationals","National","NS-2023-07","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=120727","2023-08-05-Bench Nationals"
2023-06-17,"Equipped Nationals","National","NS-2023-05","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=120650","2023-06-17-Equipped Nationals"
2023-05-20,"Masters World Cup","National","TX-2023-18","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120614","2023-05-20-Masters World Cup"
2023-04-13,"Collegiate Nationals","National","NS-2023-04","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120525","2023-04-13-Collegiate Nationals"
2023-03-30,"High School Nationals","National","NS-2023-01","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=120507","2023-03-30-High School Nationals"
2023-03-11,"Military/Police/Fire Fighters National Championships","National","NS-2023-02","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120517","2023-03-11-Military/Police/Fire Fighters National Championships"
2022-12-03,"Australia Nationals & International Open","National","AUS-2022-08","Australia","https://usapl.liftingdatabase.com/competitions-view?id=120337","2022-12-03-Australia Nationals & International Open"
2022-06-08,"Bench Nationals","National","NS-2022-04","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=120113","2022-06-08-Bench Nationals"
2022-06-08,"Mega Nationals","National","NS-2022-04","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=120114","2022-06-08-Mega Nationals"
2022-06-07,"Youth Nationals","National","NS-2022-04","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=120111","2022-06-07-Youth Nationals"
2022-06-07,"Teen-Junior Primetime","National","NS-2022-04","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=120112","2022-06-07-Teen-Junior Primetime"
2022-03-30,"Junior Nationals","National","NS-2022-03b","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=120017","2022-03-30-Junior Nationals"
2022-03-26,"Collegiate Nationals","National","NS-2022-03a","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=120016","2022-03-26-Collegiate Nationals"
2022-03-23,"Teen Nationals","National","NS-2022-02a","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=120008","2022-03-23-Teen Nationals"
2022-03-22,"High School Nationals","National","NS-2022-02b","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=120015","2022-03-22-High School Nationals"
2022-03-19,"Military-Police-Firefighter Nationals","National","NS-2022-01","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=120004","2022-03-19-Military-Police-Firefighter Nationals"
2021-06-14,"Youth Nationals","National","NS-2021-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119696","2021-06-14-Youth Nationals"
2021-06-14,"Raw Master's Nationals","National","NS-2021-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119698","2021-06-14-Raw Master's Nationals"
2021-06-14,"Equipped Master's Nationals","National","NS-2021-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119699","2021-06-14-Equipped Master's Nationals"
2021-06-14,"Equipped Bench Nationals","National","NS-2021-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119700","2021-06-14-Equipped Bench Nationals"
2021-06-14,"Raw Bench Nationals","National","NS-2021-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119702","2021-06-14-Raw Bench Nationals"
2021-06-14,"Raw Nationals","National","NS-2021-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119704","2021-06-14-Raw Nationals"
2021-06-14,"Equipped Nationals","National","NS-2021-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119705","2021-06-14-Equipped Nationals"
2021-05-27,"High School and Teen National Championship","National","NS-2021-02","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=119689","2021-05-27-High School and Teen National Championship"
2021-04-08,"Collegiate and Junior Nationals","National","NS-2021-01","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119644","2021-04-08-Collegiate and Junior Nationals"
2021-03-20,"29th Annual USA Powerlifting Police/Firefighter National Championships","National","NS-2021-07","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119617","2021-03-20-29th Annual USA Powerlifting Police/Firefighter National Championships"
2021-03-20,"29th Annual USA Powerlifting Military National Championships","National","NS-2021-07","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119620","2021-03-20-29th Annual USA Powerlifting Military National Championships"
2020-11-20,"2020 Collegiate Nationals","National","NS-2020-05","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119527","2020-11-20-2020 Collegiate Nationals"
2020-03-21,"Military-Police-Firefighter National Championships","National","NS-2020-06","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2810","2020-03-21-Military-Police-Firefighter National Championships"
2020-03-08,"Arnold Pro Deadlift","National","USAPL-2020-06","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2793","2020-03-08-Arnold Pro Deadlift"
2020-03-07,"Arnold A7 Pro Raw Challenge","National","USAPL-2020-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2790","2020-03-07-Arnold A7 Pro Raw Challenge"
2020-03-07,"Arnold Grand Prix by SBD","National","USAPL-2020-04","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2792","2020-03-07-Arnold Grand Prix by SBD"
2020-03-06,"Arnold Battle of the Regions","National","USAPL-2020-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2788","2020-03-06-Arnold Battle of the Regions"
2019-10-16,"2019 Raw Nationals","National","NS-2019-05","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=2611","2019-10-16-2019 Raw Nationals"
2019-08-31,"2019 Bench Nationals","National","NS-2019-02","South Dakota","https://usapl.liftingdatabase.com/competitions-view?id=2555","2019-08-31-2019 Bench Nationals"
2019-05-10,"2019 Open Nationals","National","NS-2019-04","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=2452","2019-05-10-2019 Open Nationals"
2019-04-12,"2019 Collegiate Nationals","National","NS-2019-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2415","2019-04-12-2019 Collegiate Nationals"
2019-03-28,"2019 High School Nationals","National","NS-2019-01","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2400","2019-03-28-2019 High School Nationals"
2019-03-16,"2019 Military Nationals","National","NS-2019-07","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2375","2019-03-16-2019 Military Nationals"
2019-03-03,"Arnold - Battle of the Regions","National",NA,"Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2350","2019-03-03-Arnold - Battle of the Regions"
2019-03-03,"Arnold - Pro Deadlift","National",NA,"Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2351","2019-03-03-Arnold - Pro Deadlift"
2019-03-02,"Arnold - Grand Prix by SBD","National",NA,"Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2352","2019-03-02-Arnold - Grand Prix by SBD"
2019-03-02,"Arnold - Titan Pro Bench Bash","National",NA,"Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2353","2019-03-02-Arnold - Titan Pro Bench Bash"
2019-03-02,"Arnold - SBD Pro American","National",NA,"Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2365","2019-03-02-Arnold - SBD Pro American"
2019-03-01,"Arnold - A7 Raw Challenge","National",NA,"Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2366","2019-03-01-Arnold - A7 Raw Challenge"
2019-02-02,"2019 Youth Nationals","National","NS-2019-06","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2308","2019-02-02-2019 Youth Nationals"
2018-10-11,"2018 Raw Nationals","National","NS-2018-02","Washington","https://usapl.liftingdatabase.com/competitions-view?id=2187","2018-10-11-2018 Raw Nationals"
2018-09-15,"Bench Press Nationals","National","NS-2018-03","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2167","2018-09-15-Bench Press Nationals"
2018-05-18,"2018 Open Nationals","National","NS-2018-04","Washington","https://usapl.liftingdatabase.com/competitions-view?id=2026","2018-05-18-2018 Open Nationals"
2018-04-19,"2018 Collegiate Nationals","National","NS-2018-01","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2002","2018-04-19-2018 Collegiate Nationals"
2018-03-22,"2018 High School National Championships","National","NS-2018-05","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=1967","2018-03-22-2018 High School National Championships"
2018-03-10,"26th Military National Championships","National","NS-2018-08","Florida","https://usapl.liftingdatabase.com/competitions-view?id=1962","2018-03-10-26th Military National Championships"
2018-03-04,"The Arnold - Bodybuilding.com Pro Deadlift","National","USAPL-2018-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=1939","2018-03-04-The Arnold - Bodybuilding.com Pro Deadlift"
2018-03-04,"The Arnold - NextLifter Ohio Classic Push-Pull","National","USAPL-2018-04","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=1940","2018-03-04-The Arnold - NextLifter Ohio Classic Push-Pull"
2018-03-03,"The Arnold - SBD Pro American","National","USAPL-2018-02","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=1938","2018-03-03-The Arnold - SBD Pro American"
2018-03-02,"The Arnold - A7 Bar Grip Pro Raw Challenge","National","USAPL-2018-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=1937","2018-03-02-The Arnold - A7 Bar Grip Pro Raw Challenge"
2018-02-16,"2018 Youth Nationals","National","NS-2018-06","Washington","https://usapl.liftingdatabase.com/competitions-view?id=1914","2018-02-16-2018 Youth Nationals"
2017-12-08,"2017 American Open","National","NS-2017-04","California","https://usapl.liftingdatabase.com/competitions-view?id=1846","2017-12-08-2017 American Open"
2017-10-10,"2017 Raw National Championships","National","NS-2017-02","Florida","https://usapl.liftingdatabase.com/competitions-view?id=1776","2017-10-10-2017 Raw National Championships"
2017-09-16,"Deadlift & Push Pull Nationals","National","NS-2017-08","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=1772","2017-09-16-Deadlift & Push Pull Nationals"
2017-09-09,"2017 Benchpress Nationals","National","NS-2017-07","Texas","https://usapl.liftingdatabase.com/competitions-view?id=1759","2017-09-09-2017 Benchpress Nationals"
2017-05-19,"35th Annual Open National Championship","National","NS-2017-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=1649","2017-05-19-35th Annual Open National Championship"
2017-05-13,"2017 Maryland State Championships","National","MD-2017-05","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=1663","2017-05-13-2017 Maryland State Championships"
2017-04-07,"2017 Collegiate National Championship","National","NS-2017-01","Texas","https://usapl.liftingdatabase.com/competitions-view?id=1608","2017-04-07-2017 Collegiate National Championship"
2017-03-29,"High School Raw & Equipped Nationals","National","NS-2017-05","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=1635","2017-03-29-High School Raw & Equipped Nationals"
2017-03-11,"2017 Military Nationals","National","NS-2017-06","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1537","2017-03-11-2017 Military Nationals"
2017-03-03,"Arnold - A7 Bar Grip Pro Raw Challenge","National","USAPL-2017-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=1542","2017-03-03-Arnold - A7 Bar Grip Pro Raw Challenge"
2017-02-18,"Youth Nationals","National","NS-2017-06","California","https://usapl.liftingdatabase.com/competitions-view?id=1477","2017-02-18-Youth Nationals"
2016-12-16,"2016 High School Raw Nationals","National","NS-2016-09","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1422","2016-12-16-2016 High School Raw Nationals"
2016-12-09,"2016 American Open/Police + Fire Nationals","National","NS-016-07","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1420","2016-12-09-2016 American Open/Police + Fire Nationals"
2016-11-19,"Deadlift and Push-Pull Nationals","National","NS-2016-10","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1388","2016-11-19-Deadlift and Push-Pull Nationals"
2016-10-13,"Raw Nationals 2016","National","NS-2016-04","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=1354","2016-10-13-Raw Nationals 2016"
2016-09-10,"Bench Press Nationals","National","NS-2016-05","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1324","2016-09-10-Bench Press Nationals"
2016-05-20,"USA Powerlifting Open Nationals","National","NS-2016-01","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=1221","2016-05-20-USA Powerlifting Open Nationals"
2016-04-14,"2016 USA Powerlifting Collegiate Nationals","National","NS-2016-06","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1182","2016-04-14-2016 USA Powerlifting Collegiate Nationals"
2016-04-01,"USA Powerlifting High School Nationals","National","NS-2016-02","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1161","2016-04-01-USA Powerlifting High School Nationals"
2016-03-19,"USA Powerlifting Military Nationals","National","NS-2016-03","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1169","2016-03-19-USA Powerlifting Military Nationals"
2016-02-14,"2016 USA Powerlifting Youth National Championships","National","NS-2016-08","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1109","2016-02-14-2016 USA Powerlifting Youth National Championships"
2015-12-04,"14th Annual USAPL American Open Powerlifting Championships","National","NS-2015-07","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1025","2015-12-04-14th Annual USAPL American Open Powerlifting Championships"
2015-10-15,"2015 Raw Nationals","National","NS-2015-06","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=992","2015-10-15-2015 Raw Nationals"
2015-09-05,"2015 USAPL Push Pull Nationals","National","NS-2015-08","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=986","2015-09-05-2015 USAPL Push Pull Nationals"
2015-08-29,"USAPL Bench Press Nationals","National","NS-2015-02","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=921","2015-08-29-USAPL Bench Press Nationals"
2015-05-15,"USAPL Men's and Women's Nationals","National","NS-2015-02","Texas","https://usapl.liftingdatabase.com/competitions-view?id=835","2015-05-15-USAPL Men's and Women's Nationals"
2015-04-10,"2015 USAPL Collegiate Nationals","National","NS-2015-01","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=827","2015-04-10-2015 USAPL Collegiate Nationals"
2015-03-27,"USA Powerlifting High School Nationals 2015","National","NS-2015-03","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1081","2015-03-27-USA Powerlifting High School Nationals 2015"
2015-03-14,"2015 Military Nationals","National","NS-2015-04","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=991","2015-03-14-2015 Military Nationals"
2015-02-14,"USA Powerlifting 2015 Youth Nationals","National","CO-2015-02","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=1090","2015-02-14-USA Powerlifting 2015 Youth Nationals"
2014-12-12,"American Open","National","NS-2014-04","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=752","2014-12-12-American Open"
2014-09-21,"2014 USAPL Push-Pull & Deadlift Nationals","National","NS-2014-10","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=988","2014-09-21-2014 USAPL Push-Pull & Deadlift Nationals"
2014-08-23,"2014 USAPL Bench Nationals","National","NS-2014-01","Texas","https://usapl.liftingdatabase.com/competitions-view?id=16","2014-08-23-2014 USAPL Bench Nationals"
2014-07-17,"2014 Raw Nationals","National","NS-2014-09","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=860","2014-07-17-2014 Raw Nationals"
2014-06-20,"32nd Annual USAPL Men's National Powerlifting Championships","National","NS-2014-05","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=411","2014-06-20-32nd Annual USAPL Men's National Powerlifting Championships"
2014-05-16,"2014 Womens Nationals","National","NS-2014-06","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=396","2014-05-16-2014 Womens Nationals"
2014-05-02,"2014 USAPL Masters Nationals","National","NS-2014-07","Texas","https://usapl.liftingdatabase.com/competitions-view?id=391","2014-05-02-2014 USAPL Masters Nationals"
2014-04-11,"2014 USAPL Collegiate Nationals","National","NS-2014-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=344","2014-04-11-2014 USAPL Collegiate Nationals"
2014-03-28,"2014 HS Nationals-JV","National","NS-2014-02","Texas","https://usapl.liftingdatabase.com/competitions-view?id=335","2014-03-28-2014 HS Nationals-JV"
2014-03-28,"2014 HS Nationals-varsity","National","NS-2014-02","Texas","https://usapl.liftingdatabase.com/competitions-view?id=336","2014-03-28-2014 HS Nationals-varsity"
2014-03-14,"2014 USAPL Military National Powerlifting Championships","National","NS-2014-08","Texas","https://usapl.liftingdatabase.com/competitions-view?id=382","2014-03-14-2014 USAPL Military National Powerlifting Championships"
2014-02-28,"Arnold","National","USAPL-2014-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=352","2014-02-28-Arnold"
2014-02-28,"Arnold - GNC Pro Deadlift","National","USAPL-2014-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=353","2014-02-28-Arnold - GNC Pro Deadlift"
2014-02-28,"Arnold - Ohio Invitational Ironman","National","USAPL-2014-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=354","2014-02-28-Arnold - Ohio Invitational Ironman"
2014-02-28,"Arnold - Titan Pro Bench","National","USAPL-2014-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=355","2014-02-28-Arnold - Titan Pro Bench"
2014-02-28,"Arnold 2014-Pro Equipped","National","USAPL-2014-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=356","2014-02-28-Arnold 2014-Pro Equipped"
2014-02-28,"Arnold 2014-Raw Challenge","National","USAPL-2014-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=357","2014-02-28-Arnold 2014-Raw Challenge"
2014-02-28,"Arnold - SSP  Nutrition Pro Raw Benchpress -","National","USAPL-2014-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=369","2014-02-28-Arnold - SSP  Nutrition Pro Raw Benchpress -"
2013-07-19,"2013 Raw Nationals","National","NS-2013-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2812","2013-07-19-2013 Raw Nationals"
2013-05-18,"USAPL 2013 Women's National Championships -","National","NS-2013-01","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=489","2013-05-18-USAPL 2013 Women's National Championships -"
2013-05-03,"Men's Masters Nationals","National","13-05-01","Nationals","https://usapl.liftingdatabase.com/competitions-view?id=482","2013-05-03-Men's Masters Nationals"
2013-04-12,"Collegiate Nationals","National",NA,NA,"https://usapl.liftingdatabase.com/competitions-view?id=469","2013-04-12-Collegiate Nationals"
2013-03-09,"Military Nationals","National",NA,"Nationals","https://usapl.liftingdatabase.com/competitions-view?id=454","2013-03-09-Military Nationals"
2012-08-25,"USAPL Bench Nationals 2012","National",NA,"Nationals","https://usapl.liftingdatabase.com/competitions-view?id=628","2012-08-25-USAPL Bench Nationals 2012"
2012-08-03,"RAW NATIONALS","National",NA,NA,"https://usapl.liftingdatabase.com/competitions-view?id=616","2012-08-03-RAW NATIONALS"
2012-05-19,"2012 USAPL Womens Nationals","National",NA,"Nationals","https://usapl.liftingdatabase.com/competitions-view?id=573","2012-05-19-2012 USAPL Womens Nationals"
2012-04-13,"2012 Collegiate Nationals","National",NA,"Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119473","2012-04-13-2012 Collegiate Nationals"
2023-11-05,"Wisconsin Pro","Pro Meet","PRO-2023-01","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=120856","2023-11-05-Wisconsin Pro"
2023-11-04,"Pittsburgh Fall Classic","Pro Meet","PA-2023-25","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120868","2023-11-04-Pittsburgh Fall Classic"
2023-01-07,"New York Primetime","Pro Meet","NY-2023-07","New York","https://usapl.liftingdatabase.com/competitions-view?id=120375","2023-01-07-New York Primetime"
2022-10-15,"Carolina Primetime","Pro Meet","SC-2022-09","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=120253","2022-10-15-Carolina Primetime"
2022-03-06,"Arnold - A7 Raw Challenge","Pro Meet","NS-2022-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119986","2022-03-06-Arnold - A7 Raw Challenge"
2022-03-06,"Arnold - Pioneer Belt Pro Deadlift","Pro Meet","NS-2022-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119987","2022-03-06-Arnold - Pioneer Belt Pro Deadlift"
2022-03-05,"Arnold - A7 Pro-Am Bench","Pro Meet","NS-2022-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119982","2022-03-05-Arnold - A7 Pro-Am Bench"
2022-03-05,"Arnold - A7 Pro Bench Bash","Pro Meet","NS-2022-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119983","2022-03-05-Arnold - A7 Pro Bench Bash"
2022-03-05,"Arnold - A7 Pro-Am Equipped - Pro Raw","Pro Meet","NS-2022-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119984","2022-03-05-Arnold - A7 Pro-Am Equipped - Pro Raw"
2022-03-05,"Arnold - A7 Grand Prix","Pro Meet","NS-2022-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119985","2022-03-05-Arnold - A7 Grand Prix"
2022-03-04,"Arnold - Masters of Iron Pro Bench","Pro Meet","NS-2022-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119980","2022-03-04-Arnold - Masters of Iron Pro Bench"
2022-03-04,"Arnold - Masters of Iron Pro","Pro Meet","NS-2022-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119981","2022-03-04-Arnold - Masters of Iron Pro"
2023-11-04,"Olympia International Pro Qualifier","Pro Series","NS-2023-09","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120862","2023-11-04-Olympia International Pro Qualifier"
2023-11-03,"Olympia Raw Challenge","Pro Series","NS-2023-09","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120861","2023-11-03-Olympia Raw Challenge"
2023-08-13,"Sin City Pro Qualifier","Pro Series","NV-2023-05","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=120732","2023-08-13-Sin City Pro Qualifier"
2023-07-01,"TBS Pro Qualifier","Pro Series","TX-2023-37","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120683","2023-07-01-TBS Pro Qualifier"
2023-06-03,"Carolina Primetime Pro Qualifier","Pro Series","SC-2023-03","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=120637","2023-06-03-Carolina Primetime Pro Qualifier"
2023-03-05,"Arnold - Pro-Am (Pro)","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120461","2023-03-05-Arnold - Pro-Am (Pro)"
2023-03-05,"Arnold - Pro-Am Bench","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120462","2023-03-05-Arnold - Pro-Am Bench"
2023-03-05,"Arnold - Pro Bench","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120463","2023-03-05-Arnold - Pro Bench"
2023-03-05,"Arnold - Pro Series Bench Finals","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120464","2023-03-05-Arnold - Pro Series Bench Finals"
2023-03-04,"Arnold - Pro-Am (Amateur)","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120459","2023-03-04-Arnold - Pro-Am (Amateur)"
2023-03-04,"Arnold - Pro Series Finals","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120460","2023-03-04-Arnold - Pro Series Finals"
2023-03-03,"Arnold - Masters of Iron Bench","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120455","2023-03-03-Arnold - Masters of Iron Bench"
2023-03-03,"Arnold - Masters Pro Bench Finals","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120456","2023-03-03-Arnold - Masters Pro Bench Finals"
2023-03-03,"Arnold - Masters of Iron","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120457","2023-03-03-Arnold - Masters of Iron"
2023-03-03,"Arnold - Masters Pro Series  Finals","Pro Series","NS-2023-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120458","2023-03-03-Arnold - Masters Pro Series  Finals"
2022-12-11,"Virginia Masters Pro","Pro Series","VA-2022-15","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=120348","2022-12-11-Virginia Masters Pro"
2022-12-10,"Virginia Pro","Pro Series","VA-2022-09","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=120347","2022-12-10-Virginia Pro"
2022-08-06,"UBU Phoenix Expo","Pro Series","AZ-2022-50","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=120184","2022-08-06-UBU Phoenix Expo"
2022-07-02,"UBU Orlando Expo","Pro Series","FL-2022-17","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120137","2022-07-02-UBU Orlando Expo"
2022-06-18,"UBU Dallas Expo","Pro Series","TX-2022-50","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120121","2022-06-18-UBU Dallas Expo"
2021-12-04,"Virginia Pro","Pro Series","VA-2021-09","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119887","2021-12-04-Virginia Pro"
2023-08-12,"West Coast Regional Championships","Regional","REG-2023-06","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=120734","2023-08-12-West Coast Regional Championships"
2023-07-15,"Northeast Regionals","Regional","REG-2023-04","New York","https://usapl.liftingdatabase.com/competitions-view?id=120693","2023-07-15-Northeast Regionals"
2023-07-07,"Mid Atlantic Regional Championship","Regional","REG-2023-01","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=120685","2023-07-07-Mid Atlantic Regional Championship"
2023-07-01,"Southern Regionals","Regional","REG-2023-03","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120684","2023-07-01-Southern Regionals"
2023-06-17,"Southeast Regionals","Regional","REG-2023-02","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=120649","2023-06-17-Southeast Regionals"
2023-05-27,"Central and Midwest Regional Championships","Regional","REG-2023-05","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=120627","2023-05-27-Central and Midwest Regional Championships"
2022-12-03,"Collegiate Cup","Regional","TX-2022-28","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120346","2022-12-03-Collegiate Cup"
2022-12-01,"Southeast Regional Champs","Regional","FL-2022-18","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120325","2022-12-01-Southeast Regional Champs"
2019-08-24,"Southwest Regionals","Regional","RG-2019-04","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=2552","2019-08-24-Southwest Regionals"
2019-08-24,"Mid-Atlantic Regionals","Regional","RG-2019-08","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2553","2019-08-24-Mid-Atlantic Regionals"
2019-08-17,"Southeast Regionals","Regional","RG-2019-06","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2547","2019-08-17-Southeast Regionals"
