Date,Name,Meet Type,Sanction Number,State,Website
12/03/2022,Collegiate Cup,Regional,TX-2022-28,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120346
12/01/2022,Southeast Regional Champs,Regional,FL-2022-18,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120325
08/24/2019,Southwest Regionals,Regional,RG-2019-04,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=2552
08/24/2019,Mid-Atlantic Regionals,Regional,RG-2019-08,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=2553
08/17/2019,Southeast Regionals,Regional,RG-2019-06,Florida,https://usapl.liftingdatabase.com/competitions-view?id=2547
08/10/2019,Southern Regionals,Regional,RG-2019-03,Texas,https://usapl.liftingdatabase.com/competitions-view?id=2536
08/04/2019,Midwest Regionals,Regional,RG-2019-07,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=2538
07/27/2019,Northwest Regionals,Regional,RG-2019-01,Washington,https://usapl.liftingdatabase.com/competitions-view?id=2529
07/27/2019,Northeast Regionals,Regional,RG-2019-02,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=2531
07/13/2019,Central Regionals,Regional,RG-2019-05,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=2521
08/18/2018,Southeast Regional,Regional,RG-2018-03,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=2139
08/18/2018,Northeast Regionals,Regional,RG-2018-05,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=2140
08/11/2018,Southwest Regional Championships,Regional,RG-2018-07,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=2131
08/11/2018,Southern Regional Championships,Regional,RG-2018-01,Texas,https://usapl.liftingdatabase.com/competitions-view?id=2136
08/05/2018,Mid-AtlanticRegionals,Regional,RG-2018-04,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=2142
07/28/2018,Northwest Regionals,Regional,RG-2018-06,Washington,https://usapl.liftingdatabase.com/competitions-view?id=2116
07/14/2018,Midwest & Central Super Regionals,Regional,RG-2018-02,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=2106
09/02/2017,2017 Central Region Championship,Regional,RG-2017-03,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1750
08/19/2017,2017 Northeast Regional Championships,Regional,RG-2017-04,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=1729
08/19/2017,2017 Mid-West Regional Championship,Regional,RG-2017-01,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=1730
08/05/2017,2017 Southeastern Regional Championships,Regional,RG-2017-08,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1711
08/05/2017,Southern Regional Championships,Regional,RG-2017-06,Mississippi,https://usapl.liftingdatabase.com/competitions-view?id=1719
08/05/2017,Northwest Regional Championship,Regional,RG-2017-02,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=1721
08/04/2017,2017 Mid-Atlantic Regional Championship,Regional,RG-2017-05,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=1714
07/07/2017,2017 Southwest Regional,Regional,RG-2017-07,Nevada,https://usapl.liftingdatabase.com/competitions-view?id=1693
12/09/2016,2016 Southeast Regionals,Regional,RG-2016-06,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1480
12/03/2016,Southern Regional Championships,Regional,RG-2016-03,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1397
11/19/2016,2016 Northeast & Mid-Atlantic Regionals,Regional,RG-2016-05,Regionals,https://usapl.liftingdatabase.com/competitions-view?id=1387
11/05/2016,2016 Northwest Regional Championships,Regional,RG-2016-01,Regionals,https://usapl.liftingdatabase.com/competitions-view?id=1363
11/05/2016,2016 Mid-West & Central Region Championships,Regional,RG-2016-02,Regionals,https://usapl.liftingdatabase.com/competitions-view?id=1364
10/25/2016,Southwest Regionals & Ferrigno Power Classic,Regional,RG-2016-04,Regionals,https://usapl.liftingdatabase.com/competitions-view?id=1359
12/13/2015,2015 Southeastern USA Regional Championships,Regional,FL-2015-08,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1047
12/05/2015,West Coast Regionals,Regional,NV-2015-03,Nevada,https://usapl.liftingdatabase.com/competitions-view?id=1024
12/05/2015,USA Powerlifting Northern California Regionals,Regional,CA-2015-06,California,https://usapl.liftingdatabase.com/competitions-view?id=1040
11/14/2015,2015 USAPL Fall Classic/SoCal Regional,Regional,CA-2015-05,California,https://usapl.liftingdatabase.com/competitions-view?id=1011
03/21/2015,USAPL EASTERN REGIONALS,Regional,MD-2015-01,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=800
02/14/2015,USAPL NE Regional Collegiate Championships - Scranton,Regional,PA-2015-01,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=769
01/25/2015,Northeast Iron Beast Winter Classic II,Regional,NY-2015-01,New York,https://usapl.liftingdatabase.com/competitions-view?id=761
12/06/2014,Texas Regional Championships,Regional,TX-2014-06,Texas,https://usapl.liftingdatabase.com/competitions-view?id=751
11/22/2014,2014 New England Open PL Championships,Regional,MA-2014-08,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=754
09/13/2014,Great Lakes Pro Deadlift,Regional,USAPL-2014-02,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=432
05/10/2014,USAPL Border Bash & Southeastern High School State Wars,Regional,GA-2014-03,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=394
02/15/2014,Northeast Collegiate Conference Championship,Regional,PA-2014-04,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=366
01/26/2014,2014 USA Powerlifting Winter Open / NE Regional / Raw Collegiate PL/BP/DL Championships -,Regional,PA-2014-02,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=341
01/01/2012,7th USAPL Northeastern USA Regional Powerlifting Championships,Regional,,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=646
12/09/2023,Rhode Island State Championships,State,RI-2023-02,Rhode Island,https://usapl.liftingdatabase.com/competitions-view?id=120982
12/09/2023,Missouri State Bench Press Championship,State,MO-2023-09,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=120987
12/02/2023,New Jersey State Collegiate Championship,State,NJ-2023-09,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120932
12/02/2023,Alaska State Championship,State,AK-2023-06,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=120950
11/18/2023,Arkansas State Championships,State,AR-2023-02,Arkansas,https://usapl.liftingdatabase.com/competitions-view?id=120904
11/18/2023,Massachusetts State Championships,State,MA-2023-03,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120907
11/18/2023,Michigan State Championships,State,MI-2023-11,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=120909
11/18/2023,Florida Collegiate State Championship,State,FL-2023-20,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120910
11/18/2023,Louisiana State Meet,State,LA-2023-08,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120922
11/12/2023,Kentucky State Championship,State,KY-2023-02,Kentucky,https://usapl.liftingdatabase.com/competitions-view?id=120882
11/11/2023,Ohio State Championship,State,OH-2023-12,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120871
11/11/2023,South Carolina State Championship,State,SC-2023-07,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120880
11/11/2023,Florida State Championships,State,FL-2023-19,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120911
11/05/2023,Virginia State Championships,State,VA-2023-13,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120859
11/04/2023,New Mexico State Championships,State,NM-2023-03,New Mexico,https://usapl.liftingdatabase.com/competitions-view?id=120850
11/04/2023,Raw Collegiate Cup and Massachusetts Collegiate State Championships,State,MA-2023-11,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120875
10/28/2023,Georgia State Bench Press Championships,State,GA-2023-09,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120836
10/07/2023,California State Championship,State,CA-2023-26,California,https://usapl.liftingdatabase.com/competitions-view?id=120853
10/07/2023,Strong Husker Powerlifting,State,NE-2023-05,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120809
10/07/2023,Washington State Championship,State,WA-2023-04,Washington,https://usapl.liftingdatabase.com/competitions-view?id=120812
09/30/2023,INTERNAL TEST EVENT,State,END-2023-01,England,https://usapl.liftingdatabase.com/competitions-view?id=120793
09/30/2023,Montana State Championships,State,MT-2023-01,Montana,https://usapl.liftingdatabase.com/competitions-view?id=120796
09/02/2023,Maryland State Bench & Deadlift,State,MD-2023-04,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=120759
08/26/2023,New York State Bench Championships,State,NY-2023-22,New York,https://usapl.liftingdatabase.com/competitions-view?id=120746
06/17/2023,Illinois State Championship,State,IL-2023-05,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=120698
06/10/2023,Savannah Summer Classic,State,GA-2023-04,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120645
06/10/2023,Nebraska State Bench Press Championships,State,NE-2023-04,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120656
06/03/2023,Korea Summer Slam,State,KOR-2023-05,South Korea,https://usapl.liftingdatabase.com/competitions-view?id=120636
05/21/2023,Georgia High School State Championship,State,GA-2023-07,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120613
05/21/2023,Massachusetts/ New Hampshire Single Lift State Championships,State,NH-2023-04,New Hampshire,https://usapl.liftingdatabase.com/competitions-view?id=120615
05/20/2023,Maryland State Championships,State,MD-2023-05,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=120633
05/06/2023,South Dakota State Bench Press Championships,State,SD-2023-03,South Dakota,https://usapl.liftingdatabase.com/competitions-view?id=120575
04/29/2023,Utah State Championships,State,UT-2023-01,Utah,https://usapl.liftingdatabase.com/competitions-view?id=120550
04/22/2023,West Virginia State Championship,State,WV-2023-02,West Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120527
04/22/2023,Louisiana High School State Meet and Hub City Open,State,LA-2023-06,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120534
04/22/2023,New Jersey State Championship,State,NJ-2023-02,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120543
04/22/2023,Pennsylvania State Championship,State,PA-2023-13,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120546
04/08/2023,Idaho State Championships,State,ID-2023-01,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=120512
04/01/2023,Korea DR. STRENGTH Spring Classic,State,KOR-2023-01,South Korea,https://usapl.liftingdatabase.com/competitions-view?id=120503
03/25/2023,South Dakota State Championships,State,SD-2023-02,South Dakota,https://usapl.liftingdatabase.com/competitions-view?id=120577
03/25/2023,Korea Battle of Busan,State,KOR-2023-02,South Korea,https://usapl.liftingdatabase.com/competitions-view?id=120491
03/25/2023,New Hampshire State Championships,State,NH-2023-02,New Hampshire,https://usapl.liftingdatabase.com/competitions-view?id=120496
03/25/2023,Arizona State Championships,State,AZ-2023-01,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=120499
03/25/2023,Missouri  State Primetime and Championship,State,MO-2023-01,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=120500
03/18/2023,New York State Championships,State,NY-2023-09,New York,https://usapl.liftingdatabase.com/competitions-view?id=120481
03/18/2023,Maine State Championship,State,ME-2023-01,Maine,https://usapl.liftingdatabase.com/competitions-view?id=120483
03/18/2023,North Carolina State Championships,State,NC-2023-07,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120484
03/18/2023,Connecticut State Championships,State,CT-2023-02,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=120489
03/18/2023,Indiana State Championships,State,IN-2023-03,Indiana,https://usapl.liftingdatabase.com/competitions-view?id=120492
03/12/2023,Texas State Benchpress Championships,State,TX-2023-21,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120469
03/12/2023,Ryan Moore New England States High School Championships,State,MA-2023-04,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120471
03/04/2023,Oregon State Championships,State,OR-2023-01,Oregon,https://usapl.liftingdatabase.com/competitions-view?id=120454
03/04/2023,WHSPA State Championship,State,WI-2023-01,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120466
02/25/2023,Delaware State Championships,State,DE-2023-01,Delaware,https://usapl.liftingdatabase.com/competitions-view?id=120443
02/17/2023,Georgia State Championships,State,GA-2023-01,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120435
02/12/2023,Minnesota State High School Teen and Youth Championships,State,MN-2023-01,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=120433
02/11/2023,Minnesota Junior Open and Master State Championships,State,MN-2023-02,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=120419
02/11/2023,Colorado State Championships,State,CO-2023-01,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=120422
02/04/2023,Iowa State Open,State,IA-2023-01,Iowa,https://usapl.liftingdatabase.com/competitions-view?id=120407
01/28/2023,Nevada State Championships & Fight or Quit Open,State,NV-2023-01,Nevada,https://usapl.liftingdatabase.com/competitions-view?id=120401
01/28/2023,Nebraska State Championships,State,NE-2023-01,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120403
01/21/2023,Wyoming State Championships,State,WY-2023-02,Wyoming,https://usapl.liftingdatabase.com/competitions-view?id=120388
01/21/2023,Oklahoma State Championships,State,OK-2023-01,Oklahoma,https://usapl.liftingdatabase.com/competitions-view?id=120389
01/21/2023,Wisconsin State Open,State,WI-2023-09,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120391
12/17/2022,Korea Winter Showdown,State,KOR-2022-02,South Korea,https://usapl.liftingdatabase.com/competitions-view?id=120356
12/17/2022,Alabama State Open,State,AL-2022-02,Alabama,https://usapl.liftingdatabase.com/competitions-view?id=120369
12/10/2022,Nebraska Collegiate State Championships,State,NE-2022-09,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120343
12/10/2022,Kansas State Championships,State,KS-2022-04,Kansas,https://usapl.liftingdatabase.com/competitions-view?id=120349
12/03/2022,Florida Collegiate States,State,FL-2022-11,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120330
12/03/2022,New Jersey Collegiate State Championship,State,NJ-2022-06,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120332
12/03/2022,Florida State Championships,State,FL-2022-13,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120333
12/02/2022,5th Annual Florida High School State Championships,State,FL-2022-12,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120326
11/19/2022,Maryland State Bench & Deadlift Championships,State,MD-2022-02,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=120314
11/12/2022,Kentucky State Championships,State,KY-2022-01,Kentucky,https://usapl.liftingdatabase.com/competitions-view?id=120296
11/12/2022,Raw Collegiate Cup  and Massachusetts Collegiate States,State,MA-2022-13,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120297
11/12/2022,South Carolina State Championships,State,SC-2022-05,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120303
11/05/2022,Michigan State Championships,State,MI-2022-08,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=120285
11/05/2022,Arkansas State Championships,State,AR-2022-02,Arkansas,https://usapl.liftingdatabase.com/competitions-view?id=120288
11/05/2022,Maryland State Championships,State,MD-2022-07,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=120290
10/29/2022,Georgia State Bench Press Championships,State,GA-2022-11,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120265
10/16/2022,Missouri State Championship,State,MO-2022-08,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=120251
09/17/2022,New York State Bench Championships,State,NY-2022-09,New York,https://usapl.liftingdatabase.com/competitions-view?id=120205
08/13/2022,California State Championships,State,CA-2022-10,California,https://usapl.liftingdatabase.com/competitions-view?id=120175
08/06/2022,Louisiana State Meet,State,LA-2022-03,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120164
07/30/2022,Pennsylvania State Championship,State,PA-2022-19,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120161
07/16/2022,Cornhusker State Games,State,NE-2022-04,Nevada,https://usapl.liftingdatabase.com/competitions-view?id=120148
07/08/2022,New Jersey State Championship,State,NJ-2022-03,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120149
07/03/2022,Hawai'i State Championships,State,HI-2022-03,Hawaii,https://usapl.liftingdatabase.com/competitions-view?id=120138
06/25/2022,Massachusetts State Championships,State,MA-2022-04,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120125
06/25/2022,Alaska State Championship,State,AK-2022-05,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=120131
06/25/2022,Nebraska State Bench Championships,State,NE-2022-05,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120141
06/18/2022,North Carolina State Championships,State,NC-2022-05,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120119
06/04/2022,Connecticut State Championships,State,CT-2022-04,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=120110
05/29/2022,Virginia Open State Championships,State,VA-2022-03,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120107
05/28/2022,Ohio State Championships,State,OH-2022-04,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120103
05/21/2022,New York State Championships,State,NY-2022-05,New York,https://usapl.liftingdatabase.com/competitions-view?id=120093
05/21/2022,Louisiana State Games,State,LA-2022-01,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120098
05/14/2022,New Mexico State Championships,State,NM-2022-01,New Mexico,https://usapl.liftingdatabase.com/competitions-view?id=120088
05/07/2022,Louisiana High School State Championship,State,LA-2022-06,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120083
05/01/2022,Rhode Island State Championships,State,RI-2022-01,Rhode Island,https://usapl.liftingdatabase.com/competitions-view?id=120062
04/23/2022,Texas State Championships,State,TX-2022-20,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120040
04/23/2022,New Hampshire State Championships,State,NH-2022-02,New Hampshire,https://usapl.liftingdatabase.com/competitions-view?id=120043
04/23/2022,West Virginia State Championship,State,WV-2022-01,West Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120044
04/23/2022,Nebraska State Powerlifting Championships,State,NE-2022-01,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120045
04/23/2022,Oklahoma State Championships,State,OK-2022-02,Oklahoma,https://usapl.liftingdatabase.com/competitions-view?id=120048
04/02/2022,Nevada State Championships,State,NV-2022-01,Nevada,https://usapl.liftingdatabase.com/competitions-view?id=120019
04/02/2022,South Dakota State Championships,State,SD-2022-02,South Dakota,https://usapl.liftingdatabase.com/competitions-view?id=120032
03/26/2022,Maine State Championship,State,ME-2022-02,Maine,https://usapl.liftingdatabase.com/competitions-view?id=120009
03/26/2022,Big Iron Classic State Championships,State,MT-2022-01,Montana,https://usapl.liftingdatabase.com/competitions-view?id=120012
03/26/2022,Idaho State Championships,State,ID-2022-01,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=120049
03/13/2022,Colorado State Championships,State,CO-2022-04,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=119997
03/13/2022,12th Annual Ryan Moore New England States High School Championships,State,MA-2022-07,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=119999
03/05/2022,Utah State Championship,State,UT-2022-01,Utah,https://usapl.liftingdatabase.com/competitions-view?id=119989
03/05/2022,Arizona State Championships,State,AZ-2022-02,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=119991
03/05/2022,WHSPA State Championship,State,WI-2022-02,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=119993
02/26/2022,Illinois State Championships,State,IL-2022-01,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=119976
02/19/2022,Iowa State Open,State,IA-2022-01,Iowa,https://usapl.liftingdatabase.com/competitions-view?id=119967
02/19/2022,Georgia State Championships,State,GA-2022-01,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=119970
02/13/2022,"Minnesota State High School, Teen and Youth Championships",State,MN-2022-02,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=119963
02/12/2022,"Minnesota Junior, Open and Master State Championships",State,MN-2022-04,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=119961
01/29/2022,Wyoming State Championships,State,WY-2022-01,Wyoming,https://usapl.liftingdatabase.com/competitions-view?id=119940
01/22/2022,WI Open and Masters State Championship,State,WI-2022-02,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=119934
01/16/2022,Mississippi State Championship,State,MS-2022-01,Mississippi,https://usapl.liftingdatabase.com/competitions-view?id=119922
01/15/2022,Winter Open - Youth / HS / Collegiate PA State Championships,State,PA-2022-01,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=119929
01/08/2022,Minnesota State Bench Press Championship,State,MN-2022-03,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=119919
12/04/2021,Kansas State Championship,State,KS-2021-02,Kansas,https://usapl.liftingdatabase.com/competitions-view?id=119884
12/04/2021,Maryland State Benchpress Championships,State,MD-2021-04,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=119886
12/04/2021,Wisconsin Collegiate State Championships,State,WI-2021-17,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=119905
11/21/2021,Florida Collegiate State Championships,State,FL-2021-10,Florida,https://usapl.liftingdatabase.com/competitions-view?id=119869
11/20/2021,Maryland State Championships,State,MD-2021-07,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=119877
11/06/2021,Connecticut Bench and Deadlift State Championships,State,CT-2021-05,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=119835
11/06/2021,Montana State Championships,State,MT-2021-02,Montana,https://usapl.liftingdatabase.com/competitions-view?id=119844
11/06/2021,Michigan State Championships,State,MI-2021-09,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=119846
10/16/2021,Texas State Championships,State,TX-2021-27,Texas,https://usapl.liftingdatabase.com/competitions-view?id=119827
10/10/2021,Delaware State Championships,State,DE-2021-01,Delaware,https://usapl.liftingdatabase.com/competitions-view?id=119816
10/02/2021,Washington State Championship,State,WA-2021-04,Washington,https://usapl.liftingdatabase.com/competitions-view?id=119803
10/02/2021,Missouri State Championship and Open,State,MO-2021-09,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=119804
09/18/2021,California State Championships,State,CA-2021-10,California,https://usapl.liftingdatabase.com/competitions-view?id=119789
09/18/2021,South Dakota State Championships,State,SD-2021-03,South Dakota,https://usapl.liftingdatabase.com/competitions-view?id=119790
08/14/2021,Massachusetts/ Rhode Island State Championships,State,MA-2021-06,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=119763
07/24/2021,New Mexico State Championship,State,NM-2021-01,New Mexico,https://usapl.liftingdatabase.com/competitions-view?id=119744
07/24/2021,Maine State Championships,State,ME-2021-01,Maine,https://usapl.liftingdatabase.com/competitions-view?id=119745
07/10/2021,North Carolina State Championships,State,NC-2021-01,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=119730
07/10/2021,3rd Annual Arkansas State Championships,State,AR-2021-01,Arkansas,https://usapl.liftingdatabase.com/competitions-view?id=119731
07/09/2021,New Jersey State Championship,State,NJ-2021-02,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=119726
06/26/2021,Nebraska State Bench Press,State,NE-2021-02,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=119713
06/26/2021,Alabama State Championship,State,AL-2021-03,Alabama,https://usapl.liftingdatabase.com/competitions-view?id=119722
06/12/2021,Ryan Moore New England States High School Championships,State,MA-2021-10,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=119695
06/12/2021,Colorado State Championships,State,CO-2021-03,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=119706
05/29/2021,Ohio State Championship,State,OH-2021-05,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=119691
05/23/2021,Virginia Open State Championships,State,VA-2021-05,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=119686
05/16/2021,Arizona State Championships,State,AZ-2021-02,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=119678
05/15/2021,Alaska State Championship,State,AK-2021-03,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=119676
05/01/2021,4th Annual USA Powerlifting Florida High School State Championships,State,FL-2021-09,Florida,https://usapl.liftingdatabase.com/competitions-view?id=119666
05/01/2021,Nebraska State Championships,State,NE-2021-02,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=119679
05/01/2021,Connecticut State Championships,State,CT-2021-02,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=119687
04/25/2021,Minnesota State Championship,State,MN-2021-03,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=119654
04/24/2021,Georgia State Championships,State,GA-2021-04,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=119653
04/24/2021,Minnesota High School Teen  Youth State Championships,State,MN-2021-09,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=119659
04/24/2021,Pennsylvania State Championships,State,PA-2021-05,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=119672
04/17/2021,West Virginia State Championship,State,WV-2021-01,West Virginia,https://usapl.liftingdatabase.com/competitions-view?id=119637
04/10/2021,39th Annual USA Powerlifting Florida State Championships,State,FL-2021-07,Florida,https://usapl.liftingdatabase.com/competitions-view?id=119635
04/10/2021,New Hampshire State Championships,State,NH-2021-01,New Hampshire,https://usapl.liftingdatabase.com/competitions-view?id=119642
04/03/2021,Minnesota State Bench Press Championship,State,MN-2021-04,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=119630
03/27/2021,Idaho State Championships,State,ID-2021-01,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=119625
02/06/2021,Mississippi Championship,State,MS-2021-01,Mississippi,https://usapl.liftingdatabase.com/competitions-view?id=119583
02/06/2021,Louisiana State Championship,State,LA-2021-01,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=119590
01/23/2021,WI State Championship,State,WI-2021-01,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=119572
01/23/2021,Iowa State Open,State,IA-2021-01,Iowa,https://usapl.liftingdatabase.com/competitions-view?id=119574
01/16/2021,Wyoming State Championships,State,WY-2021-01,Wyoming,https://usapl.liftingdatabase.com/competitions-view?id=119563
12/13/2020,SC State championship,State,SC-2020-03,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=119539
12/12/2020,MA and RI State Championships,State,MA-2020-01,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=119543
12/05/2020,Kansas State Championship,State,KS-2020-03,Kansas,https://usapl.liftingdatabase.com/competitions-view?id=119529
12/05/2020,Maryland State Benchpress,State,MD-2020-05,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=119534
12/05/2020,Michigan State Championships,State,MI-2020-12,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=119536
11/13/2020,New Jersey State Championship,State,NJ-2020-04,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=119517
10/18/2020,38th Annual USA Powerlifting Florida State Championships,State,FL-2020-09,Florida,https://usapl.liftingdatabase.com/competitions-view?id=119489
10/17/2020,Oklahoma State Championships,State,OK-2020-02,Oklahoma,https://usapl.liftingdatabase.com/competitions-view?id=119484
10/17/2020,Maine State Championship,State,ME-2020-01,Maine,https://usapl.liftingdatabase.com/competitions-view?id=119487
08/29/2020,Montana State Championships,State,MT-2020-01,Montana,https://usapl.liftingdatabase.com/competitions-view?id=2837
08/29/2020,Ohio State Championship,State,OH-2020-03,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=2839
